Question,Intent,Answer
piece neptune atmosphere,Planet_Info,"Neptune’s atmosphere is composed mainly of hydrogen (80%) and helium (19%), with a significant amount of methane, which gives it its blue color"
authorship neptune atmosphere,Planet_Info,"Neptune’s atmosphere is composed mainly of hydrogen (80%) and helium (19%), with a significant amount of methane, which gives it its blue color"
writing neptune atmosphere,Planet_Info,"Neptune’s atmosphere is composed mainly of hydrogen (80%) and helium (19%), with a significant amount of methane, which gives it its blue color"
musical composition neptune atmosphere,Planet_Info,"Neptune’s atmosphere is composed mainly of hydrogen (80%) and helium (19%), with a significant amount of methane, which gives it its blue color"
penning neptune atmosphere,Planet_Info,"Neptune’s atmosphere is composed mainly of hydrogen (80%) and helium (19%), with a significant amount of methane, which gives it its blue color"
typography neptune atmosphere,Planet_Info,"Neptune’s atmosphere is composed mainly of hydrogen (80%) and helium (19%), with a significant amount of methane, which gives it its blue color"
theme neptune atmosphere,Planet_Info,"Neptune’s atmosphere is composed mainly of hydrogen (80%) and helium (19%), with a significant amount of methane, which gives it its blue color"
physical composition neptune atmosphere,Planet_Info,"Neptune’s atmosphere is composed mainly of hydrogen (80%) and helium (19%), with a significant amount of methane, which gives it its blue color"
composition Neptune atmosphere,Planet_Info,"Neptune’s atmosphere is composed mainly of hydrogen (80%) and helium (19%), with a significant amount of methane, which gives it its blue color"
composition neptune ambiance,Planet_Info,"Neptune’s atmosphere is composed mainly of hydrogen (80%) and helium (19%), with a significant amount of methane, which gives it its blue color"
composition neptune air,Planet_Info,"Neptune’s atmosphere is composed mainly of hydrogen (80%) and helium (19%), with a significant amount of methane, which gives it its blue color"
composition neptune aura,Planet_Info,"Neptune’s atmosphere is composed mainly of hydrogen (80%) and helium (19%), with a significant amount of methane, which gives it its blue color"
composition neptune ambience,Planet_Info,"Neptune’s atmosphere is composed mainly of hydrogen (80%) and helium (19%), with a significant amount of methane, which gives it its blue color"
composition neptune atmospheric state,Planet_Info,"Neptune’s atmosphere is composed mainly of hydrogen (80%) and helium (19%), with a significant amount of methane, which gives it its blue color"
composition neptune standard atmosphere,Planet_Info,"Neptune’s atmosphere is composed mainly of hydrogen (80%) and helium (19%), with a significant amount of methane, which gives it its blue color"
composition neptune atm,Planet_Info,"Neptune’s atmosphere is composed mainly of hydrogen (80%) and helium (19%), with a significant amount of methane, which gives it its blue color"
composition neptune standard pressure,Planet_Info,"Neptune’s atmosphere is composed mainly of hydrogen (80%) and helium (19%), with a significant amount of methane, which gives it its blue color"
many moon neptune,Planet_Info,14
many moon around neptune,Planet_Info,14
many synodic month neptune,Planet_Info,14
many daydream neptune,Planet_Info,14
many lunar month neptune,Planet_Info,14
many Sun Myung Moon neptune,Planet_Info,14
many moonshine neptune,Planet_Info,14
many lunation neptune,Planet_Info,14
many moonlight neptune,Planet_Info,14
many Moon neptune,Planet_Info,14
many moon on neptune,Planet_Info,14
many moon Neptune,Planet_Info,14
revolution period sun,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
gyration period sun,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
rotation period sun,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution full stop sun,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution stop sun,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution menstruum sun,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution point sun,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution flow sun,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution full point sun,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution period of time sun,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution geological period sun,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution menses sun,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution catamenia sun,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution menstruation sun,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution time period sun,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution period Sunday,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution period Sun,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution period sunlight,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution period sunbathe,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution period insolate,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution period solarise,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution period sunshine,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution period Lord's Day,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution period Dominicus,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
revolution period solarize,Planet_Info,"The Sun does not have a revolution period as it is the center of the solar system. However, it completes one rotation approximately every 25 days at the equator and 35 days at the poles."
diameter sun,Planet_Info,1.39 million kilometers
diam sun,Planet_Info,1.39 million kilometers
diameter Sunday,Planet_Info,1.39 million kilometers
diameter solarise,Planet_Info,1.39 million kilometers
diameter sunshine,Planet_Info,1.39 million kilometers
diameter Dominicus,Planet_Info,1.39 million kilometers
diameter insolate,Planet_Info,1.39 million kilometers
diameter solarize,Planet_Info,1.39 million kilometers
diameter Lord's Day,Planet_Info,1.39 million kilometers
diameter sunbathe,Planet_Info,1.39 million kilometers
diameter sunlight,Planet_Info,1.39 million kilometers
diameter Sun,Planet_Info,1.39 million kilometers
surface gravity sun,Planet_Info,274 m/s²
aerofoil gravity sun,Planet_Info,274 m/s²
coat gravity sun,Planet_Info,274 m/s²
come up gravity sun,Planet_Info,274 m/s²
come out gravity sun,Planet_Info,274 m/s²
Earth's surface gravity sun,Planet_Info,274 m/s²
control surface gravity sun,Planet_Info,274 m/s²
turn up gravity sun,Planet_Info,274 m/s²
show up gravity sun,Planet_Info,274 m/s²
open gravity sun,Planet_Info,274 m/s²
rise up gravity sun,Planet_Info,274 m/s²
come on gravity sun,Planet_Info,274 m/s²
rise gravity sun,Planet_Info,274 m/s²
airfoil gravity sun,Planet_Info,274 m/s²
surface gravitational attraction sun,Planet_Info,274 m/s²
surface gravitational force sun,Planet_Info,274 m/s²
surface sombreness sun,Planet_Info,274 m/s²
surface sobriety sun,Planet_Info,274 m/s²
surface gravitation sun,Planet_Info,274 m/s²
surface solemnity sun,Planet_Info,274 m/s²
surface somberness sun,Planet_Info,274 m/s²
surface soberness sun,Planet_Info,274 m/s²
surface graveness sun,Planet_Info,274 m/s²
surface gravity solarize,Planet_Info,274 m/s²
surface gravity Sunday,Planet_Info,274 m/s²
surface gravity Dominicus,Planet_Info,274 m/s²
surface gravity insolate,Planet_Info,274 m/s²
surface gravity sunbathe,Planet_Info,274 m/s²
surface gravity sunlight,Planet_Info,274 m/s²
surface gravity solarise,Planet_Info,274 m/s²
surface gravity sunshine,Planet_Info,274 m/s²
surface gravity Sun,Planet_Info,274 m/s²
surface gravity Lord's Day,Planet_Info,274 m/s²
mass sun,Planet_Info,1.989 x 10^30 kg
deal sun,Planet_Info,1.989 x 10^30 kg
spate sun,Planet_Info,1.989 x 10^30 kg
good deal sun,Planet_Info,1.989 x 10^30 kg
people sun,Planet_Info,1.989 x 10^30 kg
lot sun,Planet_Info,1.989 x 10^30 kg
mickle sun,Planet_Info,1.989 x 10^30 kg
volume sun,Planet_Info,1.989 x 10^30 kg
slew sun,Planet_Info,1.989 x 10^30 kg
multitude sun,Planet_Info,1.989 x 10^30 kg
mess sun,Planet_Info,1.989 x 10^30 kg
batch sun,Planet_Info,1.989 x 10^30 kg
great deal sun,Planet_Info,1.989 x 10^30 kg
aggregated sun,Planet_Info,1.989 x 10^30 kg
pile sun,Planet_Info,1.989 x 10^30 kg
quite a little sun,Planet_Info,1.989 x 10^30 kg
Mass sun,Planet_Info,1.989 x 10^30 kg
aggregate sun,Planet_Info,1.989 x 10^30 kg
plenty sun,Planet_Info,1.989 x 10^30 kg
aggregative sun,Planet_Info,1.989 x 10^30 kg
mint sun,Planet_Info,1.989 x 10^30 kg
peck sun,Planet_Info,1.989 x 10^30 kg
mountain sun,Planet_Info,1.989 x 10^30 kg
sight sun,Planet_Info,1.989 x 10^30 kg
muckle sun,Planet_Info,1.989 x 10^30 kg
masses sun,Planet_Info,1.989 x 10^30 kg
flock sun,Planet_Info,1.989 x 10^30 kg
stack sun,Planet_Info,1.989 x 10^30 kg
tidy sum sun,Planet_Info,1.989 x 10^30 kg
the great unwashed sun,Planet_Info,1.989 x 10^30 kg
raft sun,Planet_Info,1.989 x 10^30 kg
hatful sun,Planet_Info,1.989 x 10^30 kg
wad sun,Planet_Info,1.989 x 10^30 kg
bulk sun,Planet_Info,1.989 x 10^30 kg
pot sun,Planet_Info,1.989 x 10^30 kg
passel sun,Planet_Info,1.989 x 10^30 kg
heap sun,Planet_Info,1.989 x 10^30 kg
hoi polloi sun,Planet_Info,1.989 x 10^30 kg
mass insolate,Planet_Info,1.989 x 10^30 kg
mass Sunday,Planet_Info,1.989 x 10^30 kg
mass sunlight,Planet_Info,1.989 x 10^30 kg
composition sun atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
writing sun atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
theme sun atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
make-up sun atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
report sun atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
musical composition sun atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
makeup sun atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
piece of music sun atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
authorship sun atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
typography sun atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
physical composition sun atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
opus sun atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
paper sun atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
piece sun atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
constitution sun atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
penning sun atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
composing sun atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
composition insolate atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
composition solarize atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
composition sunshine atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
composition sunbathe atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
composition Sun atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
composition Sunday atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
composition solarise atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
composition Dominicus atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
composition Lord's Day atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
composition sunlight atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
composition sun atm,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
composition sun ambience,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
composition sun air,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
composition sun atmospheric state,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
composition sun ambiance,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
composition sun standard pressure,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
composition sun standard atmosphere,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
composition sun aura,Planet_Info,"The Sun’s atmosphere is composed mainly of hydrogen (about 74%) and helium (about 24%), with trace amounts of heavier elements like oxygen, carbon, neon, and iron"
many moon sun,Planet_Info,0
many synodic month sun,Planet_Info,0
many moon around sun,Planet_Info,0
many daydream sun,Planet_Info,0
many Sun Myung Moon sun,Planet_Info,0
many moonlight sun,Planet_Info,0
many moon on sun,Planet_Info,0
many Moon sun,Planet_Info,0
many moonshine sun,Planet_Info,0
many lunation sun,Planet_Info,0
many lunar month sun,Planet_Info,0
many moon sunshine,Planet_Info,0
many moon sunbathe,Planet_Info,0
many moon solarize,Planet_Info,0
many moon Sunday,Planet_Info,0
many moon insolate,Planet_Info,0
many moon Lord's Day,Planet_Info,0
many moon Dominicus,Planet_Info,0
many moon solarise,Planet_Info,0
many moon Sun,Planet_Info,0
many moon sunlight,Planet_Info,0
revolution period pluto,Planet_Info,248 Earth years
rotation period pluto,Planet_Info,248 Earth years
gyration period pluto,Planet_Info,248 Earth years
revolution time period pluto,Planet_Info,248 Earth years
revolution menses pluto,Planet_Info,248 Earth years
revolution catamenia pluto,Planet_Info,248 Earth years
revolution period of time pluto,Planet_Info,248 Earth years
revolution point pluto,Planet_Info,248 Earth years
revolution full point pluto,Planet_Info,248 Earth years
revolution flow pluto,Planet_Info,248 Earth years
revolution menstruum pluto,Planet_Info,248 Earth years
revolution menstruation pluto,Planet_Info,248 Earth years
revolution full stop pluto,Planet_Info,248 Earth years
revolution geological period pluto,Planet_Info,248 Earth years
revolution stop pluto,Planet_Info,248 Earth years
revolution period Aidoneus,Planet_Info,248 Earth years
revolution period Pluto,Planet_Info,248 Earth years
revolution period Hades,Planet_Info,248 Earth years
revolution period Aides,Planet_Info,248 Earth years
long day pluto,Planet_Info,6.4 Earth days
longsighted day pluto,Planet_Info,6.4 Earth days
recollective day pluto,Planet_Info,6.4 Earth days
hanker day pluto,Planet_Info,6.4 Earth days
foresighted day pluto,Planet_Info,6.4 Earth days
prospicient day pluto,Planet_Info,6.4 Earth days
tenacious day pluto,Planet_Info,6.4 Earth days
farseeing day pluto,Planet_Info,6.4 Earth days
foresightful day pluto,Planet_Info,6.4 Earth days
yearn day pluto,Planet_Info,6.4 Earth days
retentive day pluto,Planet_Info,6.4 Earth days
farsighted day pluto,Planet_Info,6.4 Earth days
long Day pluto,Planet_Info,6.4 Earth days
long Clarence Day pluto,Planet_Info,6.4 Earth days
long daylight pluto,Planet_Info,6.4 Earth days
long Clarence Shepard Day Jr. pluto,Planet_Info,6.4 Earth days
long solar day pluto,Planet_Info,6.4 Earth days
long daytime pluto,Planet_Info,6.4 Earth days
long mean solar day pluto,Planet_Info,6.4 Earth days
long twenty-four hour period pluto,Planet_Info,6.4 Earth days
long 24-hour interval pluto,Planet_Info,6.4 Earth days
long twenty-four hours pluto,Planet_Info,6.4 Earth days
long sidereal day pluto,Planet_Info,6.4 Earth days
long day Aidoneus,Planet_Info,6.4 Earth days
long day Hades,Planet_Info,6.4 Earth days
long day Pluto,Planet_Info,6.4 Earth days
long day Aides,Planet_Info,6.4 Earth days
diameter pluto,Planet_Info,"2,377 kilometers"
diam pluto,Planet_Info,"2,377 kilometers"
diameter Aides,Planet_Info,"2,377 kilometers"
diameter Hades,Planet_Info,"2,377 kilometers"
diameter Aidoneus,Planet_Info,"2,377 kilometers"
diameter Pluto,Planet_Info,"2,377 kilometers"
surface gravity pluto,Planet_Info,0.66 m/s²
coat gravity pluto,Planet_Info,0.66 m/s²
Earth's surface gravity pluto,Planet_Info,0.66 m/s²
rise up gravity pluto,Planet_Info,0.66 m/s²
aerofoil gravity pluto,Planet_Info,0.66 m/s²
control surface gravity pluto,Planet_Info,0.66 m/s²
come up gravity pluto,Planet_Info,0.66 m/s²
rise gravity pluto,Planet_Info,0.66 m/s²
come out gravity pluto,Planet_Info,0.66 m/s²
turn up gravity pluto,Planet_Info,0.66 m/s²
open gravity pluto,Planet_Info,0.66 m/s²
show up gravity pluto,Planet_Info,0.66 m/s²
airfoil gravity pluto,Planet_Info,0.66 m/s²
come on gravity pluto,Planet_Info,0.66 m/s²
surface graveness pluto,Planet_Info,0.66 m/s²
surface sombreness pluto,Planet_Info,0.66 m/s²
surface soberness pluto,Planet_Info,0.66 m/s²
surface somberness pluto,Planet_Info,0.66 m/s²
surface gravitational force pluto,Planet_Info,0.66 m/s²
surface gravitational attraction pluto,Planet_Info,0.66 m/s²
surface gravitation pluto,Planet_Info,0.66 m/s²
surface sobriety pluto,Planet_Info,0.66 m/s²
surface solemnity pluto,Planet_Info,0.66 m/s²
surface gravity Aidoneus,Planet_Info,0.66 m/s²
surface gravity Pluto,Planet_Info,0.66 m/s²
surface gravity Aides,Planet_Info,0.66 m/s²
surface gravity Hades,Planet_Info,0.66 m/s²
mass pluto,Planet_Info,1.303 x 10^22 kg
volume pluto,Planet_Info,1.303 x 10^22 kg
hoi polloi pluto,Planet_Info,1.303 x 10^22 kg
multitude pluto,Planet_Info,1.303 x 10^22 kg
aggregate pluto,Planet_Info,1.303 x 10^22 kg
deal pluto,Planet_Info,1.303 x 10^22 kg
batch pluto,Planet_Info,1.303 x 10^22 kg
sight pluto,Planet_Info,1.303 x 10^22 kg
mountain pluto,Planet_Info,1.303 x 10^22 kg
mint pluto,Planet_Info,1.303 x 10^22 kg
pile pluto,Planet_Info,1.303 x 10^22 kg
lot pluto,Planet_Info,1.303 x 10^22 kg
spate pluto,Planet_Info,1.303 x 10^22 kg
wad pluto,Planet_Info,1.303 x 10^22 kg
masses pluto,Planet_Info,1.303 x 10^22 kg
people pluto,Planet_Info,1.303 x 10^22 kg
great deal pluto,Planet_Info,1.303 x 10^22 kg
muckle pluto,Planet_Info,1.303 x 10^22 kg
bulk pluto,Planet_Info,1.303 x 10^22 kg
mess pluto,Planet_Info,1.303 x 10^22 kg
slew pluto,Planet_Info,1.303 x 10^22 kg
Mass pluto,Planet_Info,1.303 x 10^22 kg
tidy sum pluto,Planet_Info,1.303 x 10^22 kg
plenty pluto,Planet_Info,1.303 x 10^22 kg
hatful pluto,Planet_Info,1.303 x 10^22 kg
pot pluto,Planet_Info,1.303 x 10^22 kg
quite a little pluto,Planet_Info,1.303 x 10^22 kg
good deal pluto,Planet_Info,1.303 x 10^22 kg
passel pluto,Planet_Info,1.303 x 10^22 kg
mickle pluto,Planet_Info,1.303 x 10^22 kg
peck pluto,Planet_Info,1.303 x 10^22 kg
aggregated pluto,Planet_Info,1.303 x 10^22 kg
flock pluto,Planet_Info,1.303 x 10^22 kg
stack pluto,Planet_Info,1.303 x 10^22 kg
raft pluto,Planet_Info,1.303 x 10^22 kg
heap pluto,Planet_Info,1.303 x 10^22 kg
the great unwashed pluto,Planet_Info,1.303 x 10^22 kg
aggregative pluto,Planet_Info,1.303 x 10^22 kg
mass Aidoneus,Planet_Info,1.303 x 10^22 kg
mass Hades,Planet_Info,1.303 x 10^22 kg
mass Pluto,Planet_Info,1.303 x 10^22 kg
composition pluto atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
theme pluto atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
make-up pluto atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
piece pluto atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
report pluto atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
piece of music pluto atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
typography pluto atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
opus pluto atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
paper pluto atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
composing pluto atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
physical composition pluto atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
musical composition pluto atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
writing pluto atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
makeup pluto atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
penning pluto atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
authorship pluto atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
constitution pluto atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
composition Aidoneus atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
composition Pluto atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
composition Aides atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
composition Hades atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
composition pluto atmospheric state,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
composition pluto atm,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
composition pluto air,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
composition pluto ambience,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
composition pluto standard pressure,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
composition pluto standard atmosphere,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
composition pluto ambiance,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
composition pluto aura,Planet_Info,"Pluto’s atmosphere is composed mainly of nitrogen (with some methane and carbon monoxide), and it is very thin"
many moon pluto,Planet_Info,"5 (Charon, Styx, Nix, Kerberos, and Hydra)"
many moon around pluto,Planet_Info,"5 (Charon, Styx, Nix, Kerberos, and Hydra)"
many daydream pluto,Planet_Info,"5 (Charon, Styx, Nix, Kerberos, and Hydra)"
many synodic month pluto,Planet_Info,"5 (Charon, Styx, Nix, Kerberos, and Hydra)"
many moon on pluto,Planet_Info,"5 (Charon, Styx, Nix, Kerberos, and Hydra)"
many Sun Myung Moon pluto,Planet_Info,"5 (Charon, Styx, Nix, Kerberos, and Hydra)"
